,session,subject,parent_adj_nps,child_adj_nps,parent_indef_def_adj_nps
80890,4,91,the doggies,,the doggies
80891,4,91,a puppies,,a puppies
80893,4,91,a snack,,a snack
80901,4,91,the bed,,the bed
80902,4,91,the key,,the key
80910,4,91,a key,,a key
81072,4,91,the one,,the one
81170,4,91,a cookie,,a cookie
81172,4,91,a seat,,a seat
81176,4,91,a bit,,a bit
81192,4,91,the bit,,the bit
81198,4,91,a water,,a water
81200,4,91,the section,,the section
81213,4,92,the one,,the one
81220,4,92,the ones,,the ones
81230,4,92,a chair,,a chair
81239,4,92,a tree,,a tree
81242,4,92,a tree,,a tree
81252,4,92,a tree,,a tree
81254,4,92,a tree,,a tree
81260,4,92,a sun,,a sun
81261,4,92,a circle,,a circle
81263,4,92,a moon,,a moon
81264,4,92,the sun,,the sun
81268,4,92,a star,,a star
81281,4,92,the moon,,the moon
81287,4,92,a tree,,a tree
81300,4,92,the table,,the table
81304,4,92,a while,,a while
81312,4,92,a flatbed,,a flatbed
81324,4,92,a flatbed,,a flatbed
81326,4,92,the rest,,the rest
81330,4,92,the circus,,the circus
81334,4,92,the one,,the one
81345,4,92,the ground,,the ground
81351,4,92,the track,,the track
81359,4,92,the bridge,,the bridge
81360,4,92,the tunnel,,the tunnel
81379,4,92,a tow,,a tow
81401,4,92,the truck,,the truck
81411,4,92,the track,,the track
81415,4,92,the train,,the train
81425,4,92,the station,,the station
81426,4,92,the trains,,the trains
81428,4,92,the station,,the station
81448,4,92,the tray,,the tray
81449,4,92,the tray,,the tray
81471,4,92,the station,,the station
81472,4,92,a helicopter,,a helicopter
81477,4,92,the car,,the car
81488,4,92,the tow+truck,,the tow+truck
81493,4,92,the car,,the car
81496,4,92,the front,,the front
81497,4,92,the part,,the part
81499,4,92,the car,,the car
81507,4,92,the tow+truck,,the tow+truck
81511,4,92,a ride,,a ride
81513,4,92,a ride,,a ride
81520,4,92,the car,,the car
81543,4,92,the reindeer,,the reindeer
81552,4,92,the tray,,the tray
81558,4,92,the clouds,,the clouds
81559,4,92,the helicopter,,the helicopter
81560,4,92,the reindeer,,the reindeer
81561,4,92,the reindeer,,the reindeer
81562,4,92,the top,,the top
81564,4,92,the reindeer,,the reindeer
81568,4,92,the tray,,the tray
81589,4,92,the air,,the air
81591,4,92,a mechanic,,a mechanic
81594,4,92,the helicopter,,the helicopter
81601,4,92,the car,,the car
81605,4,92,the elevator,,the elevator
81609,4,92,the elevator,,the elevator
81615,4,92,a gaspump,,a gaspump
81637,4,92,the top,,the top
81640,4,92,the one,,the one
81642,4,92,a landing,,a landing
81645,4,92,the elevator,,the elevator
81658,4,92,the elevator,,the elevator
81683,4,92,the ramp,,the ramp
81707,4,92,the slide,,the slide
81731,4,92,a guy,,a guy
81739,4,92,a sled,,a sled
81744,4,92,the reindeer,,the reindeer
81745,4,92,the reindeer,,the reindeer
81759,4,92,the sled,,the sled
81767,4,92,the sleigh,,the sleigh
81793,4,92,a finger,,a finger
81795,4,92,a puppet,,a puppet
81797,4,92,a finger,,a finger
81799,4,92,the tree,,the tree
81833,4,92,the airplane,,the airplane
81834,4,92,the airplane,,the airplane
81835,4,92,the train,,the train
81836,4,92,a idea,,a idea
81837,4,92,the people,,the people
81838,4,92,the airplane,,the airplane
81842,4,92,the airplane,,the airplane
81854,4,92,the people,,the people
81862,4,92,the way,,the way
81863,4,92,the way,,the way
81876,4,92,a pilot,,a pilot
81888,4,92,a girl,,a girl
81895,4,92,the mommy,,the mommy
81904,4,92,the daddy,,the daddy
81936,4,92,the girl,,the girl
81938,4,92,the boy,,the boy
81968,4,92,a trip,,a trip
81971,4,92,a days,,a days
81989,4,92,a one,,a one
81991,4,92,the luggage,,the luggage
82007,4,92,the airport,,the airport
82011,4,92,the sky,,the sky
82015,4,92,the plane,,the plane
82016,4,92,the train,,the train
82032,4,92,a blanket,,a blanket
82048,4,92,the airplane,,the airplane
82049,4,92,the airplane,,the airplane
82050,4,92,a ride,,a ride
82079,4,92,the cargo,,the cargo
82137,4,92,a hug,,a hug
82147,4,92,the air,,the air
82160,4,92,the plane,,the plane
82161,4,92,the plane,,the plane
82165,4,92,the plane,,the plane
82218,4,92,the plane,,the plane
82252,4,92,the cockpit,,the cockpit
82257,4,92,the plane,,the plane
82260,4,92,the door,,the door
82263,4,92,the wheels,,the wheels
82266,4,92,the wing,,the wing
82271,4,92,the window,,the window
82273,4,92,the tail,,the tail
82275,4,92,the cargo,,the cargo
82317,4,92,the pilot,,the pilot
82318,4,92,the luggage,,the luggage
82340,4,92,the hallway,,the hallway
82342,4,92,a picture,,a picture
82351,4,92,a nookie,,a nookie
82390,4,92,a ghost,,a ghost
82403,4,92,a baby,,a baby
82405,4,92,a baby,,a baby
82448,4,92,the rest,,the rest
82469,4,92,a story,,a story
82470,4,92,a story,,a story
82472,4,92,a piece,,a piece
82514,4,92,a bowl,,a bowl
82517,4,92,a bowl,,a bowl
82520,4,92,the bowl,,the bowl
82559,4,92,the candles,,the candles
82577,4,92,the song,,the song
82591,4,92,the bowl,,the bowl
82602,4,92,the kitchen,,the kitchen
82605,4,92,the bowl,,the bowl
82606,4,92,the bowl,,the bowl
82609,4,92,the bowl,,the bowl
82618,4,92,the table,,the table
82624,4,92,the table,,the table
82632,4,92,a puzzle,,a puzzle
82635,4,92,a puzzle,,a puzzle
82636,4,92,a puzzle,,a puzzle
82651,4,92,the puzzle,,the puzzle
82658,4,92,the pieces,,the pieces
82689,4,92,the baby,,the baby
82690,4,92,a mommy,,a mommy
82691,4,92,the ducklings,,the ducklings
82693,4,92,the girl,,the girl
82695,4,92,the end,,the end
82703,4,92,the goat,,the goat
82711,4,92,the horse,,the horse
82717,4,92,a baby,,a baby
82720,4,92,the roof,,the roof
82721,4,92,the roof,,the roof
82731,4,92,a baby,,a baby
82734,4,92,a baby,,a baby
82747,4,92,a mommy,,a mommy
82752,4,92,the roof,,the roof
82754,4,92,the building,,the building
82769,4,92,the duck,,the duck
82787,4,92,the letter,,the letter
82808,4,92,the pig,,the pig
82811,4,92,the pig,,the pig
82812,4,92,the baby,,the baby
82817,4,92,the roof,,the roof
82819,4,92,the girl,,the girl
82820,4,92,the girl,,the girl
82821,4,92,the side,,the side
82822,4,92,the picture,,the picture
82835,4,92,the boy,,the boy
82864,4,92,a yarn,,a yarn
82900,4,92,a page,,a page
82901,4,92,the picture,,the picture
82924,4,92,the picture,,the picture
82937,4,92,a snake,,a snake
82944,4,92,a quail,,a quail
82968,4,92,a mommy,,a mommy
82969,4,92,the baby,,the baby
82993,4,92,the puzzle,,the puzzle
83009,4,92,a song,,a song
83019,4,92,the tree,,the tree
83025,4,92,the tree,,the tree
83028,4,92,a tree,,a tree
83033,4,92,the tree,,the tree
83036,4,92,the tree,,the tree
83066,4,92,the sky,,the sky
83068,4,92,the reindeer,,the reindeer
83072,4,92,a guy,,a guy
83093,4,92,a guitar,,a guitar
83094,4,92,a saxophone,,a saxophone
83100,4,92,a guitar,,a guitar
83103,4,92,a guitar,,a guitar
83108,4,92,the letters,,the letters
83115,4,92,a mommy,,a mommy
83127,4,92,a bird,,a bird
83128,4,92,the bird,,the bird
83147,4,92,a hat,,a hat
83155,4,92,a hat,,a hat
83171,4,92,the ladder,,the ladder
83172,4,92,the hose,,the hose
83194,4,92,a man,,a man
83206,4,92,the bushes,,the bushes
83209,4,92,the bushes,,the bushes
83214,4,92,a plastic,,a plastic
83220,4,92,the window,,the window
83222,4,92,a boy,,a boy
83245,4,92,a worker,,a worker
83246,4,92,a garbage,,a garbage
83249,4,92,a garbage,,a garbage
83252,4,92,the truck,,the truck
83259,4,92,the #,,the #
83262,4,92,the bushes,,the bushes
83265,4,92,the cat,,the cat
83269,4,92,a picture,,a picture
83270,4,92,the girl,,the girl
83271,4,92,a picture,,a picture
83278,4,92,a barn,,a barn
83281,4,92,the cat,,the cat
83286,4,92,the cat,,the cat
83309,4,92,the baby,,the baby
83311,4,92,the seeds,,the seeds
83317,4,92,the doggie,,the doggie
83330,4,92,a beaver,,a beaver
83335,4,92,the basket,,the basket
83348,4,92,a bear,,a bear
83356,4,92,a bear,,a bear
83365,4,92,a CD,,a CD
83366,4,92,the disc,,the disc
83369,4,92,the pictures,,the pictures
83378,4,92,the pictures,,the pictures
83379,4,92,the picture,,the picture
83381,4,92,a time,,a time
83385,4,92,the flamingo,,the flamingo
83391,4,92,the zoo,,the zoo
83392,4,92,the zoo,,the zoo
83409,4,92,the picture,,the picture
83417,4,92,the doggie,,the doggie
83418,4,92,the doggie,,the doggie
83419,4,92,a hat,,a hat
83422,4,92,a hat,,a hat
83425,4,92,the mommy,,the mommy
83437,4,92,the magnets,,the magnets
83452,4,92,the helicopter,,the helicopter
83453,4,92,the trains,,the trains
83483,4,92,the table,,the table
83485,4,92,the couch,,the couch
83491,4,92,the bath+room,,the bath+room
83517,4,92,a popawheelie,,a popawheelie
83570,4,92,a kiss,,a kiss
83571,4,92,a kiss,,a kiss
83576,4,92,a lot,,a lot
83577,4,92,a lot,,a lot
83616,4,92,the car,,the car
83617,4,92,the chair,,the chair
83619,4,92,the car,,the car
83630,4,92,a guy,,a guy
83633,4,92,a cat,,a cat
83636,4,92,a baby,,a baby
83637,4,92,a lion,,a lion
83640,4,92,a cat,,a cat
83666,4,92,a picture,,a picture
83691,4,92,the button,,the button
83709,4,92,the button,,the button
83735,4,93,a shirt,,a shirt
83737,4,93,the clothes,,the clothes
83797,4,93,the rules,,the rules
83809,4,93,a wagon,,a wagon
83810,4,93,the wagon,,the wagon
83812,4,93,a wagon,,a wagon
83821,4,93,the moment,,the moment
83853,4,93,a goose,,a goose
83859,4,93,the sharing,,the sharing
83875,4,93,the sharing,,the sharing
83890,4,93,the ball,,the ball
83897,4,93,the ground,,the ground
83912,4,93,a piece,,a piece
83935,4,93,the sharing,,the sharing
84048,4,93,a deal,,a deal
84051,4,93,the moment,,the moment
84062,4,93,the pick,,the pick
84069,4,93,a spot,,a spot
84076,4,93,the rules,,the rules
84080,4,93,a disaster,,a disaster
84081,4,93,the book,,the book
84099,4,93,the pumpkin,,the pumpkin
84104,4,93,the pumpkin,,the pumpkin
84105,4,93,the pumpkin,,the pumpkin
84149,4,93,the block,,the block
84162,4,93,a block,,a block
84169,4,93,the block,,the block
84178,4,93,a pair,,a pair
84308,4,93,a nap,,a nap
84336,4,93,a night,,a night
84347,4,93,a hanger,,a hanger
84363,4,93,the door,,the door
84365,4,93,the side,,the side
84376,4,93,the door,,the door
84387,4,93,the tent,,the tent
84390,4,93,a teaparty,,a teaparty
84415,4,93,the problem,,the problem
84421,4,93,the teaparty,,the teaparty
84423,4,93,a teaparty,,a teaparty
84426,4,93,a place,,a place
84427,4,93,a mat,,a mat
84435,4,93,the puzzle,,the puzzle
84456,4,93,the tent,,the tent
84460,4,93,a teaparty,,a teaparty
84491,4,93,the park,,the park
84504,4,93,the ball,,the ball
84527,4,93,a lunch,,a lunch
84579,4,93,a book,,a book
84582,4,93,the pig,,the pig
84584,4,93,a book,,a book
84596,4,93,the moment,,the moment
84603,4,93,the pig,,the pig
84607,4,93,the Three_Little_Piggies,,the Three_Little_Piggies
84609,4,93,a mother,,a mother
84613,4,93,a man,,a man
84615,4,93,a wolf,,a wolf
84616,4,93,the hair,,the hair
84620,4,93,the straw,,the straw
84621,4,93,the pig,,the pig
84625,4,93,the pig,,the pig
84626,4,93,the pig,,the pig
84627,4,93,the pig,,the pig
84628,4,93,the wolf,,the wolf
84629,4,93,the hair,,the hair
84633,4,93,the wolf,,the wolf
84634,4,93,the pig,,the pig
84635,4,93,the pig,,the pig
84638,4,93,a house,,a house
84639,4,93,the wolf,,the wolf
84640,4,93,the hair,,the hair
84643,4,93,the house,,the house
84649,4,93,the pig,,the pig
84650,4,93,the wolf,,the wolf
84651,4,93,the wolf,,the wolf
84659,4,93,the wolf,,the wolf
84667,4,93,the apples,,the apples
84669,4,93,a apple,,a apple
84675,4,93,the pig,,the pig
84684,4,93,the wolf,,the wolf
84686,4,93,the wolf,,the wolf
84689,4,93,the apples,,the apples
84690,4,93,the pig,,the pig
84691,4,93,the wolf,,the wolf
84693,4,93,the day,,the day
84696,4,93,the fair,,the fair
84697,4,93,the pig,,the pig
84703,4,93,the pig,,the pig
84708,4,93,the pig,,the pig
84713,4,93,the pig,,the pig
84715,4,93,a time,,a time
84716,4,93,a barrel,,a barrel
84717,4,93,the way,,the way
84718,4,93,the pig,,the pig
84719,4,93,the sight,,the sight
84720,4,93,the wolf,,the wolf
84721,4,93,the pig,,the pig
84727,4,93,a problem,,a problem
84731,4,93,the wolf,,the wolf
84734,4,93,the time,,the time
84738,4,93,the wolf,,the wolf
84739,4,93,the pig,,the pig
84749,4,93,a story,,a story
84753,4,93,the book,,the book
84756,4,93,the book,,the book
84758,4,93,the pig,,the pig
84775,4,93,the teaparty,,the teaparty
84777,4,93,the bucket,,the bucket
84811,4,93,the pig,,the pig
84812,4,93,the hen,,the hen
84822,4,93,a minute,,a minute
84835,4,93,the hen,,the hen
84836,4,93,the wheat,,the wheat
84837,4,93,the wheat,,the wheat
84839,4,93,the cat,,the cat
84840,4,93,the dog,,the dog
84842,4,93,the pig,,the pig
84843,4,93,the hen,,the hen
84844,4,93,the days,,the days
84845,4,93,the field,,the field
84846,4,93,the wheat,,the wheat
84847,4,93,the fields,,the fields
84848,4,93,the wheat,,the wheat
84850,4,93,the dog,,the dog
84851,4,93,the pig,,the pig
84852,4,93,the hen,,the hen
84854,4,93,the hen,,the hen
84855,4,93,the hen,,the hen
84856,4,93,the hen,,the hen
84857,4,93,the cat,,the cat
84858,4,93,the dog,,the dog
84859,4,93,the pig,,the pig
84861,4,93,the hen,,the hen
84862,4,93,the hen,,the hen
84863,4,93,a way,,a way
84867,4,93,the village,,the village
84874,4,93,a bucket,,a bucket
84876,4,93,the wheat,,the wheat
84937,4,93,the floor,,the floor
84949,4,93,a boy,,a boy
84957,4,93,the horse,,the horse
84996,4,93,the window,,the window
85005,4,93,the window,,the window
85008,4,93,the floor,,the floor
85010,4,93,the window,,the window
85011,4,93,the tent,,the tent
85017,4,93,the tent,,the tent
85052,4,94,the beginning,,the beginning
85056,4,94,a job,,a job
85069,4,94,a bear,,a bear
85072,4,94,the store,,the store
85075,4,94,the shoppers,,the shoppers
85076,4,94,the people,,the people
85078,4,94,the shoppers,,the shoppers
85082,4,94,a lot,,a lot
85083,4,94,a girl,,a girl
85092,4,94,the button,,the button
85099,4,94,the bear,,the bear
85101,4,94,a button,,a button
85104,4,94,the floor,,the floor
85105,4,94,the floor,,the floor
85106,4,94,the escalator,,the escalator
85108,4,94,a mountain,,a mountain
85118,4,94,a bed,,a bed
85120,4,94,the bed,,the bed
85133,4,94,the furniture,,the furniture
85135,4,94,a bed,,a bed
85138,4,94,the buttons,,the buttons
85141,4,94,the mattress,,the mattress
85142,4,94,a floor,,a floor
85143,4,94,a crash,,a crash
85144,4,94,the store,,the store
85145,4,94,the night,,the night
85151,4,94,the shelf,,the shelf
85152,4,94,the day,,the day
85161,4,94,the beginning,,the beginning
85175,4,94,a book,,a book
85187,4,94,the story,,the story
85191,4,94,the store,,the store
85222,4,94,a nap,,a nap
85229,4,94,the book,,the book
85231,4,94,the page,,the page
85241,4,94,the escalator,,the escalator
85273,4,94,the story,,the story
85276,4,94,the story,,the story
85289,4,94,the place,,the place
85296,4,94,a pocket,,a pocket
85297,4,94,the chair,,the chair
85298,4,94,a pocket,,a pocket
85300,4,94,a pile,,a pile
85306,4,94,a house,,a house
85310,4,94,a bag,,a bag
85320,4,94,a cave,,a cave
85322,4,94,a cave,,a cave
85332,4,94,a dryer,,a dryer
85340,4,94,the artist,,the artist
85342,4,94,the clothes,,the clothes
85358,4,94,a mountain,,a mountain
85362,4,94,a cage,,a cage
85364,4,94,the morning,,the morning
85368,4,94,the chairs,,the chairs
85394,4,94,a pocket,,a pocket
85397,4,94,a pocket,,a pocket
85399,4,94,a pocket,,a pocket
85401,4,94,the end,,the end
85403,4,94,a story,,a story
85406,4,94,the story,,the story
85415,4,94,the rabbit,,the rabbit
85418,4,94,a joke,,a joke
85422,4,94,the store,,the store
85423,4,94,the store,,the store
85428,4,94,a story,,a story
85431,4,94,a picture,,a picture
85432,4,94,a picture,,a picture
85454,4,94,the laundry,,the laundry
85455,4,94,a bracelet,,a bracelet
85456,4,94,a hat,,a hat
85469,4,94,the manager,,the manager
85472,4,94,the beginning,,the beginning
85474,4,94,the page,,the page
85479,4,94,a hat,,a hat
85484,4,94,a picture,,a picture
85498,4,94,a story,,a story
85519,4,94,the hat,,the hat
85530,4,94,a picture,,a picture
85546,4,94,a hat,,a hat
85580,4,94,a house,,a house
85590,4,94,a house,,a house
85593,4,94,a house,,a house
85597,4,94,a house,,a house
85612,4,94,a house,,a house
85619,4,94,the house,,the house
85621,4,94,the house,,the house
85622,4,94,a hat,,a hat
85680,4,94,the doll,,the doll
85683,4,94,the mirror,,the mirror
85705,4,94,a house,,a house
85711,4,94,the scarf,,the scarf
85717,4,94,a present,,a present
85724,4,94,a surprise,,a surprise
85725,4,94,a hat,,a hat
85741,4,94,a trick,,a trick
85743,4,94,a hat,,a hat
85746,4,94,a hat,,a hat
85747,4,94,the hat,,the hat
85750,4,94,the song,,the song
85783,4,94,a book,,a book
85784,4,94,a book,,a book
85808,4,94,a flower,,a flower
85812,4,94,a peephole,,a peephole
85835,4,94,a doll,,a doll
85836,4,94,a doll,,a doll
85837,4,94,a gift,,a gift
85838,4,94,the doll,,the doll
85869,4,94,a baby,,a baby
85872,4,94,the baby,,the baby
85874,4,94,a hat,,a hat
85878,4,94,a hat,,a hat
85892,4,94,the book,,the book
85900,4,94,a flower,,a flower
85904,4,94,a flower,,a flower
85913,4,94,a plate,,a plate
85914,4,94,a doughnut,,a doughnut
85916,4,94,a pancake,,a pancake
85918,4,94,a pizza,,a pizza
85919,4,94,a pizza,,a pizza
85920,4,94,a frisbee,,a frisbee
85922,4,94,a frisbee,,a frisbee
85928,4,94,a bracelet,,a bracelet
85932,4,94,a pizza,,a pizza
85939,4,94,a doughnut,,a doughnut
85940,4,94,a doughnut,,a doughnut
85944,4,94,a doughnut,,a doughnut
85952,4,94,a hat,,a hat
85954,4,94,a dog,,a dog
85955,4,94,a dog,,a dog
85957,4,94,the cone,,the cone
85959,4,94,the doughnut,,the doughnut
85966,4,94,a frisbee,,a frisbee
85969,4,94,a frisbee,,a frisbee
85973,4,94,a frisbee,,a frisbee
85981,4,94,a doughnut,,a doughnut
86079,4,94,the toll,,the toll
86109,4,94,the thing,,the thing
86113,4,94,a stir,,a stir
86141,4,94,a idea,,a idea
86143,4,94,a mess,,a mess
86144,4,94,a disaster,,a disaster
86145,4,94,a book,,a book
86155,4,94,a wand,,a wand
86157,4,94,a flower,,a flower
86173,4,94,a decoration,,a decoration
86184,4,94,the house,,the house
86186,4,94,a idea,,a idea
86212,4,94,the clothes,,the clothes
86219,4,94,a windmill,,a windmill
86243,4,94,a phone,,a phone
86281,4,94,the witch,,the witch
86282,4,94,the story,,the story
86291,4,94,the story,,the story
86311,4,94,the way,,the way
86313,4,94,the picnic,,the picnic
86321,4,94,a plate,,a plate
86336,4,94,a banana,,a banana
86355,4,94,a banana,,a banana
86364,4,94,a phone,,a phone
86391,4,94,a cake,,a cake
86423,4,94,the plate,,the plate
86427,4,94,a girl,,a girl
86435,4,94,a girl,,a girl
86477,4,94,a fuzz,,a fuzz
86494,4,94,a bug,,a bug
86498,4,94,a frog,,a frog
86511,4,94,the shark,,the shark
86532,4,94,the trick,,the trick
86539,4,94,a ticket,,a ticket
86546,4,94,the point,,the point
86547,4,94,the trick,,the trick
86548,4,94,the trick,,the trick
86550,4,94,the trick,,the trick
86551,4,94,a shark,,a shark
86555,4,94,the joke,,the joke
86556,4,94,a shark,,a shark
86563,4,94,the shark,,the shark
86564,4,94,the shark,,the shark
86584,4,94,a sheep,,a sheep
86587,4,94,a sheep,,a sheep
86596,4,94,the book,,the book
86636,4,94,the page,,the page
86647,4,94,the end,,the end
86672,4,94,the reading,,the reading
86674,4,94,the clothes,,the clothes
86690,4,94,a pancake,,a pancake
86701,4,94,the page,,the page
86716,4,94,the window,,the window
86736,4,94,a page,,a page
86747,4,94,the cat,,the cat
86761,4,94,a triangle,,a triangle
86768,4,94,a mouse,,a mouse
86775,4,94,a mouse,,a mouse
86814,4,94,a dog,,a dog
86816,4,94,a doll,,a doll
86910,4,94,a monkey,,a monkey
86937,4,94,the livingroom,,the livingroom
86938,4,94,the livingroom,,the livingroom
86943,4,94,the livingroom,,the livingroom
86949,4,94,a train,,a train
86955,4,94,the train,,the train
86975,4,94,a bit,,a bit
86978,4,94,a bit,,a bit
86983,4,94,a name,,a name
86987,4,94,the light,,the light
86990,4,94,the light,,the light
87018,4,94,a nap,,a nap
87020,4,94,a nap,,a nap
87030,4,94,a blanket,,a blanket
87033,4,94,the bear,,the bear
87059,4,94,a blanket,,a blanket
87064,4,94,a sausage,,a sausage
87066,4,94,a pig,,a pig
87068,4,94,a baby,,a baby
87070,4,94,a baby,,a baby
87072,4,94,a baby,,a baby
87095,4,94,the light,,the light
87123,4,94,the space,,the space
87138,4,94,the space,,the space
87152,4,94,a space,,a space
87164,4,94,a dragonfly,,a dragonfly
87165,4,94,a dragonfly,,a dragonfly
87173,4,94,a dragonfly,,a dragonfly
87182,4,94,the dragonfly,,the dragonfly
87197,4,100,the car,,the car
87199,4,100,a yawn,,a yawn
87236,4,100,a battery,,a battery
87237,4,100,a battery,,a battery
87239,4,100,the size,,the size
87240,4,100,the battery,,the battery
87252,4,100,the head,,the head
87260,4,100,the rug,,the rug
87275,4,100,the car,,the car
87286,4,100,the bottom,,the bottom
87301,4,100,a couple,,a couple
87311,4,100,the rug,,the rug
87320,4,100,the one,another piece,the one
87353,4,100,a one,,a one
87368,4,100,the train,,the train
87383,4,100,a nose,,a nose
87387,4,100,the fishingpole,,the fishingpole
87398,4,100,a tower,,a tower
87411,4,100,the bottom,,the bottom
87439,4,100,a face,,a face
87441,4,100,the eyes,,the eyes
87444,4,100,a nose,,a nose
87450,4,100,the ear,,the ear
87451,4,100,the ears,,the ears
87458,4,100,a mouth,,a mouth
87459,4,100,a mouth,,a mouth
87461,4,100,a tongue,,a tongue
87464,4,100,a mouth,,a mouth
87475,4,100,the side,,the side
87481,4,100,a arm,,a arm
87491,4,100,the pillow,,the pillow
87512,4,100,a row,,a row
87513,4,100,a pillow,,a pillow
87523,4,100,the magnet,,the magnet
87524,4,100,the balls,,the balls
87532,4,100,the refrigerator,,the refrigerator
87558,4,100,the fridge,,the fridge
87563,4,100,the one,,the one
87566,4,100,the car,,the car
87583,4,100,a piece,,a piece
87605,4,100,the paper,,the paper
87607,4,100,the side,,the side
87618,4,100,the paper,,the paper
87619,4,100,the paper,,the paper
87620,4,100,the paper,,the paper
87622,4,100,the table,,the table
87628,4,100,the box,,the box
87637,4,100,the one,,the one
87640,4,100,the paper,,the paper
87669,4,100,a car,,a car
87694,4,100,the stick,,the stick
87699,4,100,a car,,a car
87703,4,100,the car,,the car
87732,4,100,the kitchen,,the kitchen
87830,4,100,a spoon,,a spoon
87838,4,100,the fruit,,the fruit
87840,4,100,the bottom,,the bottom
87842,4,100,a napkin,,a napkin
87851,4,100,a spoon,,a spoon
87861,4,100,the garbage,,the garbage
87863,4,100,the garbage,,the garbage
87890,4,100,a time,,a time
87891,4,100,the bowl,,the bowl
87947,4,100,the stamp,,the stamp
88017,4,100,the mushroom,,the mushroom
88021,4,100,the carrot,,the carrot
88043,4,100,the store,,the store
88046,4,100,the store,,the store
88061,4,100,the water,,the water
88076,4,100,the light,,the light
88077,4,100,the light,,the light
88080,4,100,the robot,,the robot
88101,4,100,the tv,,the tv
88102,4,100,the light,,the light
88106,4,100,the light,,the light
88188,4,100,the chair,,the chair
88371,4,100,the puzzle,,the puzzle
88388,4,100,a book,,a book
88395,4,100,a while,,a while
88397,4,100,a while,,a while
88426,4,100,the fish,,the fish
88442,4,100,a while,,a while
88458,4,100,the tv,,the tv
88495,4,100,a while,,a while
88497,4,100,a while,,a while
88499,4,100,a while,,a while
88509,4,100,the book,,the book
88581,4,100,the table,,the table
88592,4,100,the water,,the water
88594,4,100,the ocean,,the ocean
88624,4,100,a sea+turtle,,a sea+turtle
88629,4,100,the book,,the book
88662,4,100,a movie,,a movie
88718,4,100,a book,,a book
88731,4,100,a book,,a book
88757,4,100,the table,,the table
88765,4,100,the ones,,the ones
88766,4,100,the box,,the box
88785,4,100,the table,,the table
88787,4,100,the table,,the table
88812,4,102,a hole,,a hole
88828,4,102,the side,,the side
88834,4,102,the train,,the train
88835,4,102,a train,,a train
88866,4,102,the cow,,the cow
88867,4,102,a cow,,a cow
88883,4,102,the water,,the water
88884,4,102,the water,,the water
88885,4,102,the water,,the water
88912,4,102,a book,,a book
88918,4,102,the color,,the color
88921,4,102,the color,,the color
88930,4,102,the book,,the book
88932,4,102,the book,,the book
88936,4,102,the book,,the book
88949,4,102,the color,,the color
88954,4,102,a marshmallow,,a marshmallow
88963,4,102,a Cucumber_In_The_Snow,,a Cucumber_In_The_Snow
88968,4,102,a house,,a house
88973,4,102,the one,,the one
88979,4,102,the Cucumber_In_The_Snow,,the Cucumber_In_The_Snow
88984,4,102,the color,,the color
88991,4,102,a sun,,a sun
89017,4,102,the air,,the air
89019,4,102,the crown,,the crown
89022,4,102,a scrub,,a scrub
89025,4,102,the boat,,the boat
89030,4,102,the water,,the water
89036,4,102,the water,,the water
89037,4,102,the water,,the water
89038,4,102,the color,,the color
89041,4,102,a bowling,,a bowling
89048,4,102,the flowers,,the flowers
89052,4,102,the color,,the color
89055,4,102,the world,,the world
89057,4,102,the veggies,,the veggies
89070,4,102,the cucumber,,the cucumber
89071,4,102,the page,,the page
89072,4,102,the sky,,the sky
89076,4,102,a tunnel,,a tunnel
89077,4,102,a tunnel,,a tunnel
89078,4,102,a tunnel,,a tunnel
89079,4,102,a tunnel,,a tunnel
89087,4,102,the page,,the page
89092,4,102,the book,,the book
89095,4,102,the book,,the book
89097,4,102,the book,,the book
89152,4,102,the end,,the end
89159,4,102,the water,,the water
89207,4,102,the sea,,the sea
89210,4,102,a boat,,a boat
89256,4,102,the Cucumber_In_The_Snow,,the Cucumber_In_The_Snow
89260,4,102,a #,,a #
89261,4,102,the book,,the book
89263,4,102,the book,,the book
89271,4,102,the bubbles,,the bubbles
89276,4,102,a dirt,,a dirt
89292,4,102,a hero,,a hero
89293,4,102,the truth,,the truth
89296,4,102,the tree,,the tree
89303,4,102,a heap,,a heap
89309,4,102,a hat,,a hat
89316,4,102,the cucumber,,the cucumber
89318,4,102,the mountain,,the mountain
89323,4,102,a potato,,a potato
89327,4,102,the forest,,the forest
89328,4,102,the prairie,,the prairie
89336,4,102,the world,,the world
89338,4,102,the end,,the end
89348,4,102,the end,,the end
89350,4,102,the color,,the color
89357,4,102,the vacuum,,the vacuum
89359,4,102,the books,,the books
89365,4,102,the books,,the books
89366,4,102,the books,,the books
89375,4,102,a job,,a job
89382,4,102,a help,,a help
89398,4,102,the water,,the water
89405,4,102,the airplane,,the airplane
89406,4,102,the airplane,,the airplane
89407,4,102,the airplane,,the airplane
89423,4,102,the piano,,the piano
89439,4,102,the vacuum,,the vacuum
89440,4,102,the vacuum,,the vacuum
89518,4,102,the carpet,,the carpet
89521,4,102,a bit,,a bit
89527,4,102,the dirt,,the dirt
89556,4,102,the book,,the book
89557,4,102,the book,,the book
89558,4,102,the book,,the book
89560,4,102,the book,,the book
89561,4,102,the vacuum,,the vacuum
89562,4,102,the book,,the book
89565,4,102,the carpet,,the carpet
89598,4,102,a helper,,a helper
89599,4,102,the cord,,the cord
89601,4,102,the dining+room,,the dining+room
89602,4,102,the dining+room,,the dining+room
